,emotion,talk
1894,Panic,남편 하고 이혼 하고 당장 자다 곳 이 없다 너무 곤란하다. 남편 이 바람 을 피다. 신뢰 가 깨다 버리다 더 이상 함께 하다 수 없다. 우선 은 혼자 살다 친구 한테 연락 하다 보다. 그 친구 라면 당분간 신세 를 지다 되다 것 같다.
1895,Wound,내 남자친구 는 장애 가 있다. 하지만 장애 가 우리 사랑 에 전혀 문제 가 되다 않다. 그런데 우리 가 결혼 하다 하니 응원 해주다 사람 이 아무 도 없다 사실 이 날 괴롭다 해. 내 남자친구 의 장애 는 아무렇다 문제 가 되다 않다 걸 알다 하다 것 같다.
1896,Wound,남자친구 가 결국 에 날 버리다 돈 이 많다 다른 여자 랑 결혼 한 대. 심지어 나다 알 고 지내다 사람 이야. 이 시련 을 이기다 나다 보다 듯이 자다 살 고 싶다. 이 일 에 집착 하다 않다 나 에게 더 집중 하다. 연애 가 인생 의 전부 는 아니다.
1897,Panic,난 사실 부모님 도 안 계시다 친구 도 없다 결혼식 에 초대 하다 사람 이 없다. 회사 사람 들 은 다 오다 것 같다 많다 아니다 하객 이 얼마 없다 거 같다. 하객 알바 라도 구 해보다 알아보다 있다.
1898,Panic,남편 이랑 이혼 을 하다 하다 아이 들 이 다 내 가 아니다 아빠 를 따라가다 하다. 그동안 좋다 엄마 라고 자부 하다 나 만의 생각 이다 보다. 당황 스럽다. 이혼 이 남편 의 바람 때문 이라는 걸 아이 들 이 알 게 되다 날 따르다 오다 거야.
1899,Panic,남편 에게 출산 하다 모습 을 보이다 게 부끄럽다. 내 가 힘 을 쓸다 때 마다 내 얼굴 이 일그러지다 텐데 그렇다 모습 을 보이다 싫다. 남편 은 병실 옆 에서 대기 하다 하다 있다 거야.
1900,Panic,처음 남자 를 사귀다 남자 친구 의 스킨십 에 어떻다 하다 하다 모르다. 나 는 부끄럽다 아직 시간 이 필요하다 남자 친구 는 빨리 스킨십 을 하다 싶다 하다 거 같다. 남자 친구 와 이 고민 에 대해 솔직하다 이야기 해보다.
1901,Panic,부끄럽다 남편 은 애 들 있다 데 에서 뽀뽀 를 하다 해. 남편 은 애 들 앞 에서 부끄럽다 않다 보다. 나 는 남편 이 애 들 앞 에서 그러면 당황 스럽다. 애 들 교육 에 문제 가 있다 그러면 안 되다 하다 거야.
1902,Panic,남자 친구 가 사람 이 많다 길거리 에서 결혼 프러포즈 를 하다 많이 부끄럽다. 응. 남자 친구 는 차 에서 풍선 백 개 를 꺼내다 내 앞 에 무릎 을 꿇다. 프러포즈 는 일생 의 하다 번 이 니깐 참다 다음 에도 그러면 표현 하다 해.
1903,Panic,신랑 과의 결혼 첫 날 밤 을 어떻다 보내다 하다 걱정 이야. 이전 에 연애 를 해보다 적 이 없다 너무 부끄럽다 당황 스럽다. 남편 에게 솔직하다 이 마음 을 이야기 해보다.
1904,Panic,학교 에서 남자 친구 가 계속 애정 표현 하다 누가 지나가다 보다 부끄럽다. 저번 에는 알다 친구 가 지나가다 얼마나 창피하다 모르다. 앞 으로 그렇다 일이 또 발생 하다 남자 친구 에게 주의 하다 말 하다.
1905,Panic,어리다 보다 과 후배 가 오늘 갑자기 많다 사람 들 앞 에서 나 에게 고백 하다. 너무 놀라다. 많다 사람 의 환호성 에 정신 이 없다. 얼떨결 에 고백 을 받다 사실 나다 그 후배 에게 관심 이 있다 앞 으로 자다 만나다 보다.
1906,Panic,술김 에 오래 알 고 지내다 친구 에게 고백 하다 버리다 많이 부끄럽다. 아직 그 사람 한테 아무 반응 이 없다 더 부끄럽다. 술김 에 하다 고백 이지만 나 는 그 사람 이 진짜 좋다. 그래서 다시 정식 으로 고백 하다.
1907,Panic,새 신 부인 내 가 어제 신랑 앞 에서 방귀 를 뀌 고 말다 부끄럽다. 나 는 남편 이 일어나다 전 에 화장 을 하다 정도 로 남편 에게 좋다 모습 만 보이 고 싶다. 나 는 남편 과 평생 신혼 처럼 살 고 싶다. 앞 으로는 더 조심하다.
1908,Sadness,남자친구 가 다른 여자 와 연락 하고 지내다. 너무 우울하다. 헤어지다 하다 말 지 고민 이야. 역시 헤어지다 게 가장 좋다 선택 인 것 같다. 남자 는 많다.
1909,Sadness,명절 때 만 되다 시어머니 의 잔소리 에 지치다 힘들다. 명절 만 다가오다 우울하다. 그냥 가만히 있다 것 같다.
1910,Sadness,남자 친구 와 일 때문 에 장거리 연애 를 하다 되어다 자주 만나다 못 하다 슬프다. 자주 못 만나다 게 반복 이 되다 너무 힘들다. 영상통화 를 자주 하다.
1911,Sadness,요즘 남편 은 나오다 대화 를 자다 하다 하다 않다 외 롭고 우울하다. 어떻다 하다 다시 대화 를 많이 하다 수 있다 고민 중이 야. 내 가 먼저 다가가다 노력 하다 것 이 가장 좋다 방법 인 것 같다.
1912,Sadness,남자 친구 에게 다른 사람 이 생기다 일방 적 으로 환승 이별 을 당하다 너무 슬프다. 너무 속상하다. 어떻다 하다 빨리 잊다 수 있다 고민 이야. 다른 남자 를 만나다 게 가장 좋다 선택 인 것 같다.
1913,Sadness,출산 으로 인하다 경력 단절 이 돼다 재 취업 이 안 돼다. 하루하루 무기 력 해지 는 기분 을 느끼다 슬프다. 무기 력 함 을 어떻다 떨치다 낼 지 고민 중이 야. 다른 생각 하다 말고 자신감 을 갖다 게 가장 좋다 방법 인 것 같다.
1914,Sadness,남자 친구 가 이제 는 나르다 사랑 하다 않다 것 같다 슬프다. 내 가 느끼다 감정 을 남자친구 한테 말 하다 말다 고민 중이 야. 역시 내 감정 을 말 해주다 게 좋다.
1915,Joy,내 가 정말 갖다 싶다 가방 을 남자 친구 가 사주다 너무 행복하다. 비싸다 가방 이라서 부담 이 많이 되어다 텐데. 난 남자 친구 에게 뭘 선물 하다 주다 하다 고민 중이 야. 다음 에 만날 때 는 필요하다 것 이 무엇 인지 물어보다.
1916,Joy,결혼식 에 생각 하다 것 보다 하객 분 들 이 많이 오다 것 같다. 축하 해주다 다 들다 오다 너무 행복하다. 식장 이 넓다 않다 사람 들 로 꽉 채우다 것 같다 기쁘다. 작다 선물 을 준비 하다 해. 작다 떡 인데 맛 도 좋다 보기 에도 좋다.
1917,Joy,남자 친구 가 내 가 좋아하다 게임 을 같이 해주다 하다 너무 신나다. 남자 친구 는 게임 을 정말 자다. 같이 하다 재밌다 것 같다. 같이 커플 아이템 도 맞추다 놀리다.
1918,Joy,좋아하다 감독 의 영화 가 개봉 하다 날 이어서 너무 설레다 기대 가 돼다. 대작 이라 제작 기간 이 굉장하다 길다 그만큼 화려하다 하다. 내 가 좋아하다 배우 가 나오다 합 도 너무 궁금하다.
1919,Anger,요즘 매일 새벽 에 아이 가 깨다 잠 을 자다 못 자. 아이 울다 소리 에 깨다 일상 이 너무 힘들다 남편 이 원망 스럽다 해. 남편 에게 다시 강조 하다 이야기 해보다.
1920,Anger,남자친구 가 너무 아이 같다. 철 이 없다 행동 이 꼭 어리다 같다 손 이 많이 가다. 본인 일 은 본인 이 하라 고 다시 이야기 해보다.
1921,Anger,명절 이 돌아오다 때 마다 너무 스트레스 를 받다. 시부모 님 을 뵈다 가기 위해 운전 하다 게 너무 피곤하다. 남편 에게 운전 을 배우 라고 이야기 해보다.
1922,Anger,일도 하다 하다 아이 도 키우다 하다 너무 힘들다. 특히 요즘 일이 너무 정신 없이 바쁘다 더 피곤하다. 남편 과 이야기 를 통해 육아 부담 을 나누다 보다.
1923,Anger,요즘 자꾸 주변 에서 결혼 에 대해 물어보다 성가시다. 오래 연애 하다 언제 결혼 하다 궁금하다 보다. 사람 들 에게 우리 일 은 우리 가 알다 하다 직접 이야기 하다.
1924,Anger,결혼 준비 를 하다 너무 지치다 남자친구 한테 다 알다 하라 고 해 버리다. 이렇게 준비 하다 하다 게 많다 신경 써다 하다 게 많다 모르다. 너무 힘들다. 먼저 결혼 한 친구 한테 조언 을 구 해보다.
1925,Anger,남자친구 가 이해력 이 떨어지다 보다. 무엇 을 설명 하다 말귀 를 못 알 아들 어. 내 가 어제 회사 에서 스트레스 받다 그걸 설명 하다 계속 무슨 말다 물어보다. 내 가 천천히 얘기 하고 인상 쓰다 않다 자다 이해 하다 수도 있다 것 같다.
1926,Anger,시부모 님 이 자꾸 나 한테 잔소리 만 해. 전 부터 날 못마땅하다 여기다. 용돈 하루 늦다 보내다 돈 꾸다 준 사람 처럼 노발 대발 해. 통장 에서 자동 으로 이체 가 되게 하다 방법 도 괜찮다 거야.
1927,Anger,남편 은 일만 하다 늦다 오다 아기 는 신경 쓰다 않다 거 같다. 어떻다 때 는 아이 키우다 게 너무 버겁다 힘들다 내 가 왜 이 결혼 을 하다 싶다. 글쎄 그 방법 이 뭐 가 있다 ? 아무 것 도 모르다.
1928,Anger,돈 은 똑같이 버는데 남편 은 집안일 을 제대로 하다 않다. 매일 말다툼 하다 힘들다. 심지어 먹다 물 까지 따라오다 해. 일단 좀 참다 보고 침착하다 좋다 얘기 하다 보다.
1929,Anger,남편 이 신혼 여행지 를 멋대로 정 하다. 난 가다 싶다 곳 이 따로 있다 말 이야. 내 가 너무 가기 싫어하다 중국 에 시골 로 가다. 안 바꾸다 신혼여행 을 안 가다 말 하다 거야.
1930,Anger,시어머니 가 딸 을 낳다 굉장하다 눈치 를 주다. 출산 후 에 힘들다 죽다 눈치 까지 주시 니 화가 나다. 남편 한테 시어머니 가 눈치 주다 이르다 거야. 한마디 해달라다 하다.
1931,Anger,남편 이 어제 늦다 귀가 하다 않다 전화하다 화 를 내면 서 다짜고짜 전화 를 끊다. 일방 적 으로 전화 를 끊다 버리다 행동 은 날 무시 하다 거 라고 생각 하다. 정말 짜증나다. 너무 화가 나. 남편 이 미안하다 사과 하다 전 까지 남편 과 대화 를 안 하다.
1932,Anger,청첩장 디자인 을 선택 하다 가다 남편 되다 사람 은 나 보고 알다 하라 고 해. 관심 도 없다 보다. 결혼 은 혼자 하나. 다 귀찮다 하다 결혼 을 안 하다 싶다 마음 까지 들다. 남자친구 에게 이렇게 무심하다 태도 는 나르다 힘들다 하다 진지하다 말 해보다.
1933,Anger,내 가 먹다 싶다 음식 을 무시 하고 게임 만 하다 남편 이 짜증나다. 나 는 임신 중이 야. 먹다 싶다 게 있다 슈퍼 에서 좀 사 달라 고 하다 남편 은 게임 만 해. 짜증나다 속상하다 마음 을 부모님 한테 다 털다.
1934,Wound,참나. 남자친구 가 나 몰래 데이트 통장 에서 돈 을 빼 가다. 같이 돈 을 모으다 놓다 통장 인데 모두 인 추다 간 뒤 내다 말 도 안 하다. 하다 편 으로는 무슨 사정 이 있다 것 이라는 생각 도 들다 우선 말 하다 때 까지 기다리다 볼 생각 이야.
1935,Wound,나 지금 너무 배신 감 이 들다. 슬프다 미치다 것 같다. 남자 친구 가 나 뿐 만 아니다 내 친구 와도 사귀다 있다. 바로 헤어지다 싶다 어떻다 되다 것 인지 삼자 대면 을 해보다.
1936,Panic,어제 친구 와 육아 얘기 를 나누다 친구 아기 용품 이 모두 비싸다 것 뿐 이라 부럽다. 우리 집다 형편 이 부족하다 다 남 한테 얻다 쓰다 중 인데 친구 얘기 를 들다 속상하다. 딱하다 방법 이 있다 건 아니다 그냥 엄마 한테 속상하다 마음 을 털다.
1937,Panic,잘살다 집 친구 가 나 는 어느 산후조리원 에서 지내다 건지다 물어보다 대답 해주다 싫다. 그 애 는 분명 최고급 산후조리원 에 들어가다 텐데 난 그렇다 못 하다 배알 이 꼴리다. 그렇다 땐 인맥 이 겹치 지 않다 다른 친구 들 을 만나다 하소연 하다 좀 나아지다.
1938,Panic,나 보다 늦다 결혼 하다 동서 네 가 또 임신 하다 소식 을 들어서다 당황 스럽다. 우리 부부 는 노력 하다 임신 이 안 돼다 너무 속상하다 내 문제 인가 싶다. 남편 하고 상의 해보다 조만간 병원 에 가다 다시 검사 를 받다 보다.
1939,Joy,아직도 출산 때 힘들다 경험 을 생각 하다 마음 이 뛰다. 예정 보다 십일이 나 빠르다 출산 이다 나오다 가족 들 모두 정말 놀라다. 다행하다 언니 덕 에 빠르다 병원 에 가게 돼다 문제 없다. 지금 은 둘 다 건강하다.
1940,Joy,이번 에 같이 인사 드리다 가다 때 결혼 이야기 가 나오다 부모님 이 허락 해주다 정말 기쁘다. 그동안 부모님 이 남자친구 를 별로 신뢰 하다 않다 마음 고생 이 많다. 남자친구 가 집 에 자주 놀다 오다 부모님 께 좋다 모습 을 보이다 드리다 노력 하다.
1941,Joy,남 들 은 결혼식 준비 로 스트레스 엄청 받다 하다 난 정말 순조 로운 것 같다 다행 이야. 응. 처음 엔 쉬다 않다 지금 은 괜찮다. 양가 가족 들 이 많이 도와주다 때문 에 순 조 롭 게 진행 하다 수 있다.
1942,Joy,군대 에 가다 남자친구 가 이번 가을 에 드디어 제대 하다 되어다. 그렇다 이제 부터 둘 이 하다 싶다 일 을 마음껏 해보다 생각 이야. 둘 이 같이 바다 여행 을 하다 가다 약속 하다.
1943,Joy,지난 토요일 에 짝사랑 하다 철수 에게 고백 하다 철수 도 나르다 좋아하다 있다. 그동안 서로 호감 이 있다 나 는 나 만 좋아하다 생각 하고 있다. 많이 떨리다 그동안 마음 에 두다 말 들 이 그냥 흐르다 나오다.
1944,Joy,며칠 전 에 산부인과 정기 검진 받다 아기 가 아무 이상 없이 자다 자라다 있다 나오다. 응. 검진 전 에는 항상 이상 이 있다 마음 이 약간 불안하다. 그래도 주변 에 흡연 자 들이다 있다 사실 걱정 이 되어다.
1945,Joy,남자친구 가 바람 피고 있다 소문 이 돌다 사실 이 아니다 걸 오늘 알 게 되어다. 다행 이야. 우리 사이 를 시기하다 어떻다 친구 가 악의 적 인 소문 을 퍼트 린 거 같다. 오해 가 생기다 때 무작정 의심 하다 말고 남자친구 에게 묻다 대화 로 풀다 나가다 거야.
1946,Joy,남편 회사 사람 들 이 유흥주점 에 간 일로 난리 가 나다 우리 남편 만 가지 않다. 안심 이야. 응. 나 는 남편 을 믿다. 나 에게 믿음 을 더 해주다 기쁘다 고맙다. 남편 을 쭉 믿다.
1947,Wound,애인 과 돈 이 없다 남 들 다 챙기다 기념일 을 챙기다 보다 기억 이 없다. 모든 게 돈 이 때문 이라는 생각 에 서럽다. 남자 친구 와 얘기 를 해보다 마음 을 풀다.
1948,Wound,남편 이 그것 도 내 가 안면 있다 회사 직원 과 불륜 을 저지르다 정말 충격 이야. 응. 남편 이 나 밖에 없다 줄 알다 배신 감다 느끼다. 남편 과 차근하다 대화 하다 직접 확인 하다 보다 게 좋다.
1949,Wound,배 가 아프다 산부인과 가다 임신 삼 개월 에 아이 를 유산 하다 정말 충격 이야. 응. 또다시 아이 를 유산 하다 보다 무섭다. 명상 을 하다 마음 을 다잡다 노력 중이 야.
1950,Wound,산부인과 에 정기 검진 을 하다 가다 기형 으로 태어나다 모르다 검사 결과 가 나오다 충격 이야. 응. 다음 주 산부인과 에 재검사 가다 데 마음 이 안 좋다. 그때 까지 아무 생각 안 하다 뱃속 의 아이 에게 집중 하다 생각 이야.
1951,Wound,며칠 전 에 남자친구 가 나 몰래 내 친구 와 문자 연락 을 하다 걸 보다 충격 을 받다. 응. 내 생각 엔 대략 하다 달 정도 되다 것 같다 손 이 떨리다. 사람 은 사람 으로 잊다 새롭다 사람 을 만나다.
1952,Wound,우연히 남자친구 가 헤어지다 전 여자 친구 를 잊다 못 하고 있다 알다 상처 받다. 응. 남자친구 를 믿다 믿음 이 와르르 무너지다. 이번 만 용서 하고 남자친구 와 다시 믿음 을 쌓다 보다.
1953,Wound,얼마 전 에 산부인과 에서 내 가 불임 이라고 진단 을 받다 충격 이야. 응. 의사 는 스트레스 가 주 원인 이라고 진단 을 내리다. 회사 를 그만두다 임신 에 집중 하다 생각 중이 야.
1954,Wound,의사 로부터 힘들다 출산 한 아이 가 몇 개월 못 살 고 죽다 모르다 말 을 들어서다 충격 이야. 응. 노산 이라 걱정 하다 의사 에게 직접 들다 억 장이 무너지다. 끝 까지 책임지다 아이 와 추억 을 하나 씩 만들다 가야 지.
1955,Wound,술자리 에서 남자친구 가 나 에게 집 에 빚 이 많다 사실 을 숨다 걸 알다 놀래다. 응. 이 사실 을 부모님 께 말씀드리다 두렵다. 부모님 께 남자친구 가 안정 되다 직장 이 있다 걸 어필 하다 해.
1956,Panic,남자친구 가 내 친구 와 바람 을 피우다 있다 걸 알 게 되어다. 티브이 로만 보다 일 을 겪다 되어다 너무 황당하다. 남자친구 와 내 친구 가 그렇다 짓 을 벌이 고 있다 혐오 스럽다. 아니다 다 끝나다. 아무 도 만나다 싶다 않다. 둘 다 연락 안 하다 생각 이야.
1957,Panic,성폭행 당하다 아이 를 임신 하다 사실 이 나르다 미치다 해. 그렇다고 누구 에게 얘기 를 하다 수도 없다 죽다 싶다. 병원 에 가다 게 나 에게 도움 이 되다 ?
1958,Panic,돈 때문 에 사랑 하다 않다 남자 와 결혼 을 하다 해. 내 벌이 에 비다 씀씀이 가 너무 커서 돈 이 많다 남자 랑 결혼 하다 맞다 것 같다. 좋다 생각 인 것 같다. 원 치 않다 사람 과의 결혼 은 오래 못 갈다 것 같다.
1959,Panic,자꾸 살이 찌다 뚱뚱하다 남자친구 와의 스킨십 이 끔찍하다. 둘 이 맛집 여행 을 많이 다니다 많이 찌게 되다 것 같다. 그 래야 하다 보다. 우선 이야기 라도 나누다 볼 생각 이야.
1960,Joy,나 좋아하다 사람 에게 고백 받다 ! 내 가 평소 좋다 보고 있다 대학교 선배 야. 너무 좋다 하다 당황 스럽다 바로 대답 을 못 하다. 내일 선배 에게 나다 좋다 말 하다 사 귀 어보 려고 !
1961,Joy,남자 친구 에게 프러포즈 받다. 언제 쯤 하다 기다리다 드디어 받다. 이제 남자친구 와 차근차근 계획 을 잡다 보다 ?
1962,Joy,남편 이 퇴근길 에 꽃 을 사서 나 에게 선물 해주다. 너무 좋다. 꽃 선물 은 언제 받다 좋다 것 같다. 나다 가끔 씩 소소하다 작다 선물 을 해주다 남편 도 좋아하다 ?
1963,Joy,아기 가 건강하다 태어나다 주다. 정말 다행 이야. 자라다 아프다 않다 자다 키우다. 맞다. 엄마 가 건강하다 아기 도 건강 하다 수 있다.
1964,Joy,드디어 부모님 의 반대 를 꺾다 남자친구 와의 결혼 을 허락 받다. 이제 라도 허락 하다 주신 부모님 께 차다 감사하다. 응. 절대 실망 시키다 드리다 않다 거야.
1965,Joy,남자친구 랑 일주일 간 함께 여행 가기 로 하다. 벌써 부터 들뜨다 일이 손 에 잡히다 않다. 여행가 서 차질 이 생기지 않다 꼼꼼하다 준비 하다 가다 것 도 나쁘다 않다.
1966,Joy,출산 후 에 많다 친척 들 과 가족 들 그리고 친구 들 에게 축하 를 받다. 감사하다 행복하다. 축복 받다 기분 이다. 건강하다 예쁘다 키우다 보답 하다.
1967,Joy,오랫동안 짝사랑 해오다 친구 와 사귀다 되어다. 정말 꿈 만 같다. 꿈 에서 깨다 까봐 겁 이 날 정도 야. 꿈 같다 관계 를 유지 하다 위해 최선 을 다 하고 말다 !
1968,Joy,결혼식 에 많다 분 들 이 오다 축하 하다 주다. 많다 축하 를 받다 기분 좋다 예식 을 마치다 수 있다. 신랑 과 알콩달콩 자다 살다 모습 보이다 드릴 거야.
1969,Joy,남자친구 에게 백일 기념 이벤트 를 받다. 생각 지도 못 하다 너무 기쁘다. 나다 몰래 이벤트 를 해주다 준비 중이 야.
1970,Joy,화이트데이 때 남자친구 에게 비싸다 선물 을 받다. 기쁘다 기도 한데 조금 은 부담스럽다 기도 해. 그렇다 ? 기브 앤 테이크 로 가다.
1971,Anger,집안 의 반대 로 남자 친구 와 파혼 하다 돼다 너무 좌절 하다 돼다. 남자 친구 와 결혼 하고 싶다 집안 의 반대 가 너무 심하다 화가 나 ! 남자 친구 와 함께 집안 어른 들 을 설득 해보다.
1972,Anger,임신 중 에 받다 스트레스 로 아이 를 유산 하다 돼다 너무 좌절 돼다. 어렵다 임신 한 아이 를 유산 한 게 너무 분통 하고 슬프다 ! 당분간 집안 에서 쉬다 마음 을 달래 볼 래.
1973,Anger,남자 친구 가 이제 는 날 사랑 하다 않다 말 하다 좌절 돼다. 난 아직도 남자 친구 를 사랑 하다 그걸 모르다 것 같다 너무 미우다. 내 가 아직 많이 사랑 하다 서로 진지하다 대화 해보다.
1974,Anger,고 부간 의 갈등 을 겪다 있다 남편 은 시부모 님 의 입장 만 하다 미치다. 너무 화가 나. 남편 이 남 의 편이 라는 게 맞다. 이혼 하다 거야. 잠시 여행 을 떠나다.
1975,Anger,육아 에 전담 을 하다 싶다 남편 은 내다 무조건 맞벌이 를 강요 하다 화가 나. 맞다. 애 한테 중요하다 시긴 데 돈 이 더 중요하다 ? 나 보다 일찍 결혼 한 친구 에게 조언 좀 구 해보다.
1976,Anger,아무리 노력 하다 술 만 먹다 고치다 않다 남편 의 가정폭력 으로 너무 힘들다. 맞다. 술 만 먹다 이래서 나다 어떻다 하다 하다 도저히 모르다. 남편 이랑 다음 에 또 술 말다 이혼 이라고 딱 자르다 약속 하다. 이 젠 한계 야.
1977,Anger,조건 을 보고 중매 를 통해 결혼 을 하다 사랑 하다 감정 이 자다 안 들다. 답답하다 화가 나. 응. 중매 를 통해 마음 에도 없다 결혼 을 하다 남편 이랑 자주 다투다 결혼 생활 이 힘들다. 글쎄. 오랜 만 에 나가다 친구 들 좀 만나다 오다.
1978,Anger,권태기 가 오다 남자친구 를 만나다 별로 감흥 이 없다. 그냥 짜증나다 답답하다. 이제 결혼 하다 나이 도 되어다 남자친구 랑 관계 는 진전 이 없다. 너무 답답하다. 친구 랑 영화 나 보고 오다.
1979,Anger,이제 는 남편 이 무뚝뚝하다 굳다 서운하다 감정 도 안 들다. 그냥 지치다 화가 나. 남편 과 대화 도 자다 통 하다 않다 것 같다 계속 관계 가 더 안 좋아지다 것 같다 힘들다. 글쎄. 친구 들 과 만나다 남편 욕 도 하다 스트레스 를 풀다 것 같다.
1980,Wound,아이 를 낳다 원하다 양육비 걱정 에 피임 을 하다 있다 중이 야. 요즘 양육비 가 보통 들다 게 아니다 걱정 돼다. 우리 집다 가난하다. 남편 이 아이 를 원하다 함께 이야기 하다 방법 을 찾아보다.
1981,Panic,남자 친구 가 너무 자주 직장 을 그만두다 한심하다. 직장 에 적응 을 못 하고 조금 만 힘들다 그만두다 버리다 어찌 하다 좋다 모르다. 엄마 한테 어떻다 하다 좋다 물어보다.
1982,Sadness,요즘 남편 과 대화 가 없다 각자 하다 일만 하다 있다. 무슨 말 을 하다 하다 모르다 남편 눈치 만 보이 네. 집 에만 있다 말고 외부 에서 커피 한잔 하다 남편 과 소통 을 시작 해보다.
1983,Sadness,남자친구 가 계속 나오다 여행가 는 걸 귀찮다 해. 너무 속상하다. 사귀다 지다 오래되다 권태기 가 온 것 도 같다. 남자친구 에게 서로 에 대한 시간 을 갖다 말 하다.
1984,Sadness,남편 과 출산 계획 이 달라 서 매일 싸우다. 남편 은 출산 하다 내 가 전 업주 부가 되다 원하다 난 싫다. 아기 가 돌이 지나다 무조건 다시 일 하다 거 라고 쐐기 를 박다.
1985,Sadness,다른 부부 들 을 볼 때 마다 우리 가 불임 부부 라는 것 이 너무 서럽다 억울하다. 왜 나 에게만 이렇다 일이 일어나다 걸다 생각 하다 눈물 만 나. 일단 밥 부터 먹다.
1986,Anger,남자 친구 는 내 의견 도 묻다 않다 결혼 후 에 바로 아이 를 갖다 말 하다 너무 당황 스럽다. 난 결혼 후 에 바로 아이 를 갖다 싶다 않다 이 말 을 하다 때 남자 친구 의 반응 이 화가 나. 정확하다 나 의 의견 을 말 하다 둘 이 같이 계획 을 세우다.
1987,Anger,친구 들 과 노 는 것 조차도 간섭 하다 남자 친구 때문 에 너무 화가 나. 내 가 바람 을 피우다 것 도 아니다 왜 이렇게 화 를 내다 걸다 생각 하다 한숨 만 나오다. 남자 친구 에게 적당하다 간섭 하 라고 솔직하다 이야기 하다.
1988,Sadness,현실 적 인 조건 은 생각 하다 않다 채 사랑 만으로 선택 한 결혼 이 후회 돼다. 사랑 만 있다 행복하다 알다 그렇다 않다 걸 알 게 돼다. 현실 은 막막하다 그래도 그 사람 을 사랑 하 니까 후회 하다 않다.
1989,Sadness,출산 때문 에 어쩔 수 없이 오랫동안 다니다 직장 을 그만두다 후회 돼다. 오랫동안 다니다 정도 많이 들다 슬프다. 출산 을 하다 난 뒤 다시 일 을 하다 방향 으로 남편 과 대화 하다 보다.
1990,Sadness,화가 나서다 남자친구 에게 일방 적 으로 그만 만나다 하다 것 이 마음 에 걸리다. 남자친구 한테 뭐라다 연락 하다 되다 고민 이야. 남자친구 한테 미안하다 사과 하다.
1991,Sadness,결혼 을 반 대 한다는 부모님 의 말씀 을 듣다 않다 고집 을 부리다 결혼 한 것 이 후회 돼다. 연애 하다 땐 이렇다 사람인 줄 모르다 요즘 독박 육아 로 너무 힘들다. 남편 에게 내 가 힘들다 것 을 표현 하고 도 와 달라 고 말 해보다.
1992,Sadness,집 에 오 자마자 컴퓨터 부터 켜다 게임 만 하다 남편 이 너무 답답하다. 집안일 은 전부 내 일인 듯이 손 하나 까딱 하다 않다 남편 에게 너무 화가 나다 서럽다. 집안일 을 분담 하다 남편 과 직접 이야기 해보다.
1993,Sadness,남자 친구 몰래 다른 남자 를 만나다 남자 친구 에게 상처 를 준 것 이 후회 돼다. 남자 친구 는 그날 이후 로 나르다 만나다 하다 않다. 그 가 나오다 대화 하다 마음 이 생기 면 진심 으로 사과 하고 나 의 마음 을 전 하다.
1994,Sadness,남자친구 와 그만 만나다 싶다 마음 이 들어서다 슬프다. 남자친구 가 일도 하다 않다 생각 없이 놀다 다니다. 이제 는 그만 만나다 싶다. 남자친구 에게 이별 통보 를 하다.
1995,Sadness,내 가 아프다 신경 도 안 쓰다 남편 을 보다 왜 이렇다 사람과 결혼 하다 싶다. 남편 과 결혼 한 걸 뒤늦다 후회 하고 있다. 남편 과 대화 를 더 해보다.
1996,Sadness,연애 때 와는 다른 삶 을 살 게 되다 나니 결혼 을 하다 것 이 가끔 은 후회 가 돼다. 연애 하다 때 의 시절 로 돌아가다 싶다. 남편 과 부부 상담 을 받다 보다.
1997,Sadness,남자친구 와 성격 차이 가 심하다 더 이상 만나다 힘들다 것 같다. 남자친구 와 매일 싸우다 게 너무 힘들다. 슬프다 남자친구 와 이별 하다.
1998,Sadness,남편 뒷바라지 와 육아 에 쏟다 붓다 내 인생 이 불쌍하다. 진정하다 내 인생 을 못 살다 것 같다 슬프다. 나다 하다 싶다 일이 있다 가족 일만 으로도 시간 이 모자라. 어머니 께 도움 을 요청 하고 남편 과도 상의 해보다.
1999,Sadness,일과 육아 를 병행 하다 워킹맘 의 노고 를 누구 도 알아주다 않다 속상하다. 남편 도 내 노고 를 알아주다 일이 많다 힘들다 고작 그거 가지 고 힘들다 뭐라다 하다 너무 슬프다. 육아 를 남편 과 공평하다 나누다. 그렇다 남편 도 내 입장 을 이해 하다 되다.
2000,Sadness,시부모 님 은 아이 성별 을 왜 그렇게 따다. 오늘 시부모 님 께서 남자 아이 낳다 수박 을 잔뜩 사오다 속상하다. 시부모 님 께서 아이 를 성별 에 상관없다 예쁘다 주다 좋다. 시부모 님 과 제대로 대화 를 나누다 보다.
2001,Sadness,남자 친구 가 내 행동 에 간섭 이 심하다 힘들다. 내 일거수일투족 에 간섭 이 심하다 나르다 못 믿다 거 같다 슬프다. 이제 그만 만나다 싶다. 남자 친구 에게 간섭 이 너무 심하다 그만 만나다 싶다 얘기 하다.
2002,Sadness,결혼 하고 출산 까지 하다 친구 들 이랑 멀어지다 슬프다. 미혼 친구 들 이랑 공감 대 형성 이 어리다 멀어지다 건 어쩔 수 없다 속상하다. 남편 한테 친구 들 이랑 멀어지다 속상하다 위로 해달라다 하다.
